Video,Response
Pair_24,left
Pair_38,left
Pair_60,right
Pair_36,right
Pair_1,left
Pair_44,left
Pair_11,left
Pair_13,left
Pair_58,right
Pair_10,right
Pair_2,right
Pair_54,right
Pair_20,right
Pair_39,left
Pair_32,left
Pair_19,right
Pair_14,left
Pair_59,left
Pair_64,left
Pair_25,left
Pair_6,left
Pair_40,right
Pair_57,right
Pair_7,left
Pair_3,left
Pair_23,left
Pair_50,left
Pair_37,right
Pair_52,left
Pair_48,right
Pair_53,left
Pair_31,left
Pair_46,left
Pair_66,left
Pair_17,right
Pair_62,right
Pair_41,left
Pair_5,right
Pair_33,left
Pair_35,right
Pair_4,right
Pair_21,right
Pair_26,left
Pair_56,right
Pair_61,left
Pair_65,left
Pair_43,right
Pair_16,left
Pair_15,left
Pair_55,right
Pair_8,right
Pair_27,left
Pair_47,left
Pair_28,left
Pair_29,right
Pair_51,right
Pair_49,left
Pair_30,left
Pair_22,left
Pair_63,left
Pair_9,right
Pair_45,right
Pair_34,left
Pair_12,right
Pair_18,right
Pair_42,right
